name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Fred Martin,England,"Oct 12, 1861","Dec 13, 1921 (60 years)","Dartford, Kent",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4918,Scores/bat_4918.csv,Scores/bow_4918.csv,2,2,0,14,13,7.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,491,141,14,6/50,12/102,1.72,10.07,35.07,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
John Sharpe,England,"Dec 09, 1866","Jun 19, 1936 (69 years)","Ruddington, Nottinghamshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4919,Scores/bat_4919.csv,Scores/bow_4919.csv,3,6,4,44,26,22.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,990,305,11,6/84,8/165,1.85,27.73,90.0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
George Bean,England,"Mar 07, 1864","Mar 16, 1923 (59 years)","Sutton-in-Ashfield, Nottinghamshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4920,Scores/bat_4920.csv,Scores/bow_4920.csv,3,5,0,92,50,18.4,0,0.0,0,0,1,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Victor Barton,England,"Oct 06, 1867","Mar 23, 1906 (38 years)","Hound, Netley, Hampshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4921,Scores/bat_4921.csv,Scores/bow_4921.csv,1,1,0,23,23,23.0,0,0.0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
William Chatterton,England,"Dec 27, 1861","Mar 19, 1913 (51 years)","Thornsett, Derbyshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4922,Scores/bat_4922.csv,Scores/bow_4922.csv,1,1,0,48,48,48.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J.J. Ferris,Australia,"May 21, 1867","Nov 17, 1900 (33 years)","Sydney, New South Wales",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4923,Scores/bat_4923.csv,Scores/bow_4923.csv,9,17,4,114,20,8.77,43,0.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,16,3199,775,61,7/37,13/91,1.45,12.7,52.44,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alec Hearne,England,"Jul 22, 1863","May 16, 1952 (88 years)","Ealing, Middlesex",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4924,Scores/bat_4924.csv,Scores/bow_4924.csv,1,1,0,9,9,9.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
George Hearne,England,"Jul 07, 1856","Feb 13, 1932 (75 years)","Ealing, Middlesex",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4925,Scores/bat_4925.csv,Scores/bow_4925.csv,1,1,0,0,0,0.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Hearne,England,"May 03, 1867","Apr 17, 1944 (76 years)","Chalfont St Giles, Buckinghamshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4926,Scores/bat_4926.csv,Scores/bow_4926.csv,12,18,4,126,40,9.0,3,0.0,0,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,20,3310,1082,49,6/41,10/60,1.96,22.08,67.55,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Billy Murdoch,Australia,"Oct 18, 1854","Feb 18, 1911 (56 years)","Sandhurst, Victoria",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4927,Scores/bat_4927.csv,Scores/bow_4927.csv,19,34,5,908,211,31.31,1021,88.93,2,1,1,69,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dick Pougher,England,"Apr 19, 1865","May 20, 1926 (61 years)","Humberstone, Leicester",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4928,Scores/bat_4928.csv,Scores/bow_4928.csv,1,1,0,17,17,17.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,126,26,3,3/26,3/26,1.24,8.67,42.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Punch Philipson,England,"Jun 08, 1866","Dec 04, 1935 (69 years)","Tynemouth, Northumberland",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4929,Scores/bat_4929.csv,Scores/bow_4929.csv,5,8,1,63,30,9.0,0,0.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stanley Jackson,England,"Nov 21, 1870","Mar 09, 1947 (76 years)","Allerton Hall, Chapel Allerton, Leeds, Yorkshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4930,Scores/bat_4930.csv,Scores/bow_4930.csv,20,33,4,1415,144,48.79,1,0.0,5,0,6,118,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,27,1749,799,24,5/52,5/58,2.74,33.29,72.88,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bill Lockwood,England,"Mar 25, 1868","Apr 26, 1932 (64 years)","Old Radford, Nottinghamshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4931,Scores/bat_4931.csv,Scores/bow_4931.csv,12,16,3,231,52,17.77,0,0.0,0,0,1,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,18,2121,883,43,7/71,11/76,2.5,20.53,49.33,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arthur Mold,England,"May 27, 1863","Apr 29, 1921 (57 years)","Middleton Cheney, Northamptonshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4932,Scores/bat_4932.csv,Scores/bow_4932.csv,3,3,1,0,0,0.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,589,234,7,3/44,3/44,2.38,33.43,84.14,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ted Wainwright,England,"Apr 08, 1865","Oct 28, 1919 (54 years)","Tinsley, Sheffield, Yorkshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4933,Scores/bat_4933.csv,Scores/bow_4933.csv,5,9,0,132,49,14.67,0,0.0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,138,73,0,0/11,0/32,3.17,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Albert Ward,England,"Nov 21, 1865","Jan 06, 1939 (73 years)","Waterloo, Leeds, Yorkshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4934,Scores/bat_4934.csv,Scores/bow_4934.csv,7,13,0,487,117,37.46,0,0.0,1,0,3,30,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bill Brockwell,England,"Jan 21, 1865","Jul 01, 1935 (70 years)","Kingston-upon-Thames, Surrey",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4935,Scores/bat_4935.csv,Scores/bow_4935.csv,7,12,0,202,49,16.83,0,0.0,0,0,0,10,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,9,606,309,5,3/33,3/33,3.06,61.8,121.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tom Richardson,England,"Aug 11, 1870","Jul 02, 1912 (41 years)","Byfleet, Surrey",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4936,Scores/bat_4936.csv,Scores/bow_4936.csv,14,24,8,177,25,11.06,1,0.0,0,0,0,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,24,4739,2220,88,8/94,13/244,2.81,25.23,53.85,11,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Brown,England,"Aug 20, 1869","Nov 04, 1904 (35 years)","Great Driffield, Yorkshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4937,Scores/bat_4937.csv,Scores/bow_4937.csv,8,16,3,470,140,36.15,0,0.0,1,0,1,27,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1,42,22,0,0/22,0/22,3.14,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Francis Ford,England,"Dec 14, 1866","Feb 07, 1940 (73 years)","Paddington, London",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4938,Scores/bat_4938.csv,Scores/bow_4938.csv,5,9,0,168,48,18.67,0,0.0,0,0,0,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,204,129,1,1/47,1/47,3.79,129.0,204.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Leslie Gay,England,"Mar 24, 1871","Nov 01, 1949 (78 years)","Brighton, Sussex",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4939,Scores/bat_4939.csv,Scores/bow_4939.csv,1,2,0,37,33,18.5,0,0.0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Archie MacLaren,England,"Dec 01, 1871","Nov 17, 1944 (72 years)","Whalley Range, Manchester, Lancashire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4940,Scores/bat_4940.csv,Scores/bow_4940.csv,35,61,4,1931,140,33.88,2,0.0,5,0,8,148,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hugh Bromley-Davenport,England,"Aug 18, 1870","May 23, 1954 (83 years)","Capesthorne Hall, Chelford, Cheshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4941,Scores/bat_4941.csv,Scores/bow_4941.csv,4,6,0,128,84,21.33,0,0.0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,186,98,4,2/46,3/69,3.16,24.5,46.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harry Butt,England,"Dec 27, 1865","Dec 21, 1928 (62 years)","Sands End, Fulham, Middlesex",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4942,Scores/bat_4942.csv,Scores/bow_4942.csv,3,4,1,22,13,7.33,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C.B. Fry,England,"Apr 25, 1872","Sep 07, 1956 (84 years)","West Croydon, Surrey",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4943,Scores/bat_4943.csv,Scores/bow_4943.csv,26,41,3,1223,144,32.18,1,0.0,2,0,7,45,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,1,12,3,0,0/3,0/3,1.5,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lord Hawke,England,"Aug 16, 1860","Oct 10, 1938 (78 years)","Willingham Rectory, Gainsborough, Lincolnshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4944,Scores/bat_4944.csv,Scores/bow_4944.csv,5,8,1,55,30,7.86,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tom Hayward,England,"Mar 29, 1871","Jul 19, 1939 (68 years)",Cambridge,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4945,Scores/bat_4945.csv,Scores/bow_4945.csv,35,60,2,1999,137,34.47,7,0.0,3,0,12,143,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,22,954,514,14,4/22,5/85,3.23,36.71,68.14,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arthur Hill,England,"Jul 26, 1871","Sep 06, 1950 (79 years)","Bassett, Hampshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4946,Scores/bat_4946.csv,Scores/bow_4946.csv,3,4,0,251,124,62.75,0,0.0,1,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,48,8,4,4/8,4/8,1.0,2.0,12.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Audley Miller,England,"Oct 19, 1869","Jun 26, 1959 (89 years)","Brentry, Westbury-on-Trym, Gloucestershire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4947,Scores/bat_4947.csv,Scores/bow_4947.csv,1,2,2,24,20,0.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sammy Woods,England,"Apr 13, 1867","Apr 30, 1931 (64 years)","Ashfield, Sydney, New South Wales, Australia",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4948,Scores/bat_4948.csv,Scores/bow_4948.csv,6,10,0,154,53,15.4,1,0.0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,559,250,10,3/28,3/28,2.68,25.0,55.9,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charles Wright,England,"May 27, 1863","Jan 10, 1936 (72 years)","Harewood, Yorkshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4949,Scores/bat_4949.csv,Scores/bow_4949.csv,3,4,0,125,71,31.25,0,0.0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Christopher Heseltine,England,"Nov 26, 1869","Jun 13, 1944 (74 years)","South Kensington, London",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4950,Scores/bat_4950.csv,Scores/bow_4950.csv,2,2,0,18,18,9.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,188,84,5,5/38,5/67,2.68,16.8,37.6,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ted Tyler,England,"Oct 13, 1864","Jan 25, 1917 (52 years)","Kidderminster, Worcestershire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4951,Scores/bat_4951.csv,Scores/bow_4951.csv,1,1,0,0,0,0.0,0,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,174,65,4,3/49,4/65,2.24,16.25,43.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dick Lilley,England,"Nov 28, 1866","Nov 17, 1929 (62 years)","Holloway Head, Birmingham, Warwickshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4952,Scores/bat_4952.csv,Scores/bow_4952.csv,35,52,8,903,84,20.52,1,0.0,0,0,4,35,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,1,30,23,1,1/23,1/23,4.6,23.0,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ranji,England,"Sep 10, 1872","Apr 02, 1933 (60 years)","Sarodar, Kathiawar, India",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4953,Scores/bat_4953.csv,Scores/bow_4953.csv,15,26,4,989,175,44.95,0,0.0,2,0,6,79,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,4,112,39,1,1/23,1/24,2.09,39.0,112.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teddy Wynyard,England,"Apr 01, 1861","Oct 30, 1936 (75 years)","Saharanpur, Uttar Pradesh, India",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4954,Scores/bat_4954.csv,Scores/bow_4954.csv,3,6,0,72,30,12.0,0,0.0,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,24,17,0,0/2,0/2,4.25,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frank Druce,England,"Jan 01, 1875","Oct 27, 1954 (79 years)","Denmark Hill, London",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4955,Scores/bat_4955.csv,Scores/bow_4955.csv,5,9,0,252,64,28.0,0,0.0,0,0,1,21,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Mason,England,"Mar 26, 1874","Oct 15, 1958 (84 years)","Blackheath, Kent",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4956,Scores/bat_4956.csv,Scores/bow_4956.csv,5,10,0,129,32,12.9,0,0.0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,324,149,2,1/8,1/18,2.76,74.5,162.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bill Storer,England,"Jan 25, 1867","Feb 28, 1912 (45 years)","Butterley, Derbyshire",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/4957,Scores/bat_4957.csv,Scores/bow_4957.csv,6,11,0,215,51,19.55,0,0.0,0,0,1,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,168,108,2,1/24,1/24,3.86,54.0,84.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
