name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Timm van der Gugten,Netherlands,"Feb 25, 1991 (31 years)","Hornsby, Upper North Shore, Sydney",Bowling Allrounder,1.87 m,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7801/timm-van-der-gugten,Scores/bat_7801.csv,Scores/bow_7801.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,0,54,49,13.5,67,80.6,0,0,0,1,4,40,12,4,109,40,13.62,82,132.93,0,0,0,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,324,194,12,5/24,5/24,3.59,16.17,27.0,1,0,40,40,755,918,42,3/9,3/9,7.3,21.86,17.98,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Roelof van der Merwe,Netherlands,"Dec 31, 1984 (37 years)","Johannesburg, Transvaal",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1669/roelof-van-der-merwe,Scores/bat_1669.csv,Scores/bow_1669.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,16,8,3,96,57,19.2,95,101.05,0,0,1,8,3,51,36,14,465,75,21.14,365,127.4,0,0,2,37,13,21,15,4,159,35,14.45,141,112.77,0,0,0,11,8,-,-,-,-,-,-,-,-,-,-,-,-,16,16,825,685,19,3/27,3/27,4.98,36.05,43.42,0,0,51,50,997,1070,56,4/35,4/35,6.44,19.11,17.8,0,0,21,21,443,498,21,3/20,3/20,6.74,23.71,21.1,0,0
Rahil Ahmed,Netherlands,"Jan 03, 1994 (28 years)",Amsterdam,WK-Batsman,1.71 m,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10423/rahil-ahmed,Scores/bat_10423.csv,Scores/bow_10423.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,38,25,19.0,50,76.0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wesley Barresi,Netherlands,"May 03, 1984 (38 years)",Johannesburg,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6707/wesley-barresi,Scores/bat_6707.csv,Scores/bow_6707.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,34,33,5,933,137,33.32,1240,75.24,1,0,6,92,16,40,40,6,785,75,23.09,682,115.1,0,0,4,68,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,3,30,37,0,0/4,0/4,7.4,0.0,0.0,0,0,40,3,34,49,2,1/3,1/3,8.65,24.5,17.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Tobias Visee,Netherlands,"Jan 21, 1991 (31 years)",The Hague,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10429/tobias-visee,Scores/bat_10429.csv,Scores/bow_10429.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,0,72,41,24.0,66,109.09,0,0,0,11,2,31,31,0,496,78,16.0,339,146.31,0,0,3,68,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ahsan Malik,Netherlands,"Aug 29, 1989 (33 years)",Rotterdam,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7964/ahsan-malik,Scores/bat_7964.csv,Scores/bow_7964.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,12,5,5,14,10,0.0,24,58.33,0,0,0,1,0,29,8,5,28,11,9.33,30,93.33,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11,471,409,12,3/38,3/38,5.21,34.08,39.25,0,0,29,28,553,698,42,5/19,5/19,7.57,16.62,13.17,1,0,-,-,-,-,-,-,-,-,-,-,-,-
Mudassar Bukhari,Netherlands,"Dec 26, 1983 (38 years)","Gujrat, Punjab, Pakistan",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1408/mudassar-bukhari,Scores/bat_1408.csv,Scores/bow_1408.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,46,34,4,516,71,17.2,672,76.79,0,0,2,38,19,36,25,8,147,28,8.65,144,102.08,0,0,0,8,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,46,2036,1601,57,3/17,3/17,4.72,28.09,35.72,0,0,36,34,692,769,41,4/7,4/7,6.67,18.76,16.88,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Vivian Kingma,Netherlands,"Oct 23, 1994 (28 years)","The Hague, Netherlands",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9391/vivian-kingma,Scores/bat_9391.csv,Scores/bow_9391.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,16,7,3,11,9,2.75,30,36.67,0,0,0,0,1,9,3,1,5,4,2.5,14,35.71,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,704,595,18,3/21,3/21,5.07,33.06,39.11,0,0,9,9,184,302,8,2/44,2/44,9.85,37.75,23.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Logan van Beek,Netherlands,"Sep 07, 1990 (32 years)","Christchurch, Canterbury",Bowler,--,--,--,--,--,99,--,https://www.cricbuzz.com/profiles/9983/logan-van-beek,Scores/bat_9983.csv,Scores/bow_9983.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,3,262,32,18.71,341,76.83,0,0,0,17,7,22,13,5,58,19,7.25,76,76.32,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,854,774,22,4/56,4/56,5.44,35.18,38.82,0,0,22,21,376,492,21,4/27,4/27,7.85,23.43,17.9,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Paul van Meekeren,Netherlands,"Jan 15, 1993 (29 years)","Amsterdam, Netherlands",Bowler,--,--,--,--,--,--,67,https://www.cricbuzz.com/profiles/9357/paul-van-meekeren,Scores/bat_9357.csv,Scores/bow_9357.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,4,38,15,19.0,56,67.86,0,0,0,1,0,56,17,3,99,24,7.07,83,119.28,0,0,0,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,336,276,9,2/28,2/28,4.93,30.67,37.33,0,0,56,56,1165,1358,64,4/11,4/11,6.99,21.22,18.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Thijs van Schelven,Netherlands,"Apr 03, 1989 (33 years)",The Hague,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10125/thijs-van-schelven,Scores/bat_10125.csv,Scores/bow_10125.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,42,30,3,2/22,2/22,4.29,10.0,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Edgar Schiferli,Netherlands,"May 17, 1976 (46 years)",--,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/692/edgar-schiferli,Scores/bat_692.csv,Scores/bow_692.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,30,22,6,161,41,10.06,218,73.85,0,0,0,18,5,7,3,1,7,5,3.5,16,43.75,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,1294,1009,33,4/23,4/23,4.68,30.58,39.21,0,0,7,6,138,146,6,3/23,3/23,6.35,24.33,23.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Eric Gouka,Netherlands,"Jan 29, 1970 (52 years)",Schiedam,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3298/eric-gouka,Scores/bat_3298.csv,Scores/bow_3298.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,19,19,19.0,36,52.78,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,22,51,1,1/32,1/32,13.91,51.0,22.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asghar Afghan,Afghanistan,"Dec 22, 1987 (34 years)","Kabul, Afghanistan",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3004/asghar-afghan,Scores/bat_3004.csv,Scores/bow_3004.csv,6,10,0,440,164,44.0,771,57.07,1,0,3,37,11,114,108,9,2424,101,24.48,3631,66.76,1,0,12,163,65,75,68,5,1382,62,21.94,1247,110.83,0,0,4,87,69,-,-,-,-,-,-,-,-,-,-,-,-,-,6,2,18,17,0,0/1,0/1,5.67,0.0,0.0,0,0,114,7,139,91,3,1/1,1/1,3.93,30.33,46.33,0,0,75,1,4,4,1,1/4,1/4,0.0,4.0,4.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Hashmatullah Shahidi,Afghanistan,"Nov 04, 1994 (28 years)",Logar,Batsman,--,88,51,--,--,--,--,https://www.cricbuzz.com/profiles/8277/hashmatullah-shahidi,Scores/bat_8277.csv,Scores/bow_8277.csv,5,10,4,353,200,58.83,803,43.96,1,1,1,43,1,53,53,7,1505,97,32.72,2295,65.58,0,0,13,128,9,6,4,2,48,36,24.0,55,87.27,0,0,0,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,53,2,18,25,0,0/8,0/8,8.33,0.0,0.0,0,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hazratullah Zazai,Afghanistan,"Mar 23, 1998 (24 years)",Paktia,Batsman,--,--,--,27,--,--,--,https://www.cricbuzz.com/profiles/12068/hazratullah-zazai,Scores/bat_12068.csv,Scores/bow_12068.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,0,361,67,22.56,409,88.26,0,0,2,38,17,34,34,3,968,162,31.23,708,136.72,1,0,3,94,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Najibullah Zadran,Afghanistan,"Feb 28, 1993 (29 years)",Logar,Batsman,--,--,41,37,--,--,--,https://www.cricbuzz.com/profiles/8375/najibullah-zadran,Scores/bat_8375.csv,Scores/bow_8375.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,82,75,12,1974,104,31.33,2187,90.26,1,0,15,170,66,86,76,25,1590,73,31.18,1120,141.96,0,0,8,101,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,2,30,30,0,0/9,0/9,6.0,0.0,0.0,0,0,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Noor Ali Zadran,Afghanistan,"Jul 10, 1988 (34 years)","Khost, Afghanistan",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3010/noor-ali-zadran,Scores/bat_3010.csv,Scores/bow_3010.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,51,50,0,1216,114,24.32,1924,63.2,1,0,7,132,4,19,19,0,495,63,26.05,492,100.61,0,0,3,43,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rahmat Shah,Afghanistan,"Jul 06, 1993 (29 years)",Paktia,Batting Allrounder,--,98,26,--,--,--,--,https://www.cricbuzz.com/profiles/8571/rahmat-shah,Scores/bat_8571.csv,Scores/bow_8571.csv,6,12,0,385,102,32.08,696,55.32,1,0,3,53,3,88,84,3,3084,114,38.07,4373,70.52,5,0,22,265,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,18,9,0,0/9,0/9,3.0,0.0,0.0,0,0,88,27,530,514,14,5/32,5/32,5.82,36.71,37.86,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Samiullah Shinwari,Afghanistan,"Feb 03, 1987 (35 years)","Nangrahar, Afghanistan",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3011/samiullah-shinwari,Scores/bat_3011.csv,Scores/bow_3011.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,84,74,12,1811,96,29.21,2765,65.5,0,0,11,137,26,64,55,9,1004,61,21.83,848,118.4,0,0,2,76,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,65,2111,1729,45,4/31,4/31,4.91,38.42,46.91,0,0,64,37,610,663,27,5/13,5/13,6.52,24.56,22.59,1,0,-,-,-,-,-,-,-,-,-,-,-,-
Gulbadin Naib,Afghanistan,"Mar 16, 1991 (31 years)","Logar, Afghanistan",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8030/gulbadin-naib,Scores/bat_8030.csv,Scores/bow_8030.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,75,64,8,1150,82,20.54,1572,73.16,0,0,5,90,28,54,44,13,610,56,19.68,493,123.73,0,0,1,45,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,69,2523,2278,64,6/43,6/43,5.42,35.59,39.42,1,0,54,36,529,731,20,2/19,2/19,8.29,36.55,26.45,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Nabi,Afghanistan,"Jan 01, 1985 (37 years)","Loger, Afghanistan",Bowling Allrounder,--,--,66,56,--,13,52,https://www.cricbuzz.com/profiles/3007/mohammad-nabi,Scores/bat_3007.csv,Scores/bow_3007.csv,3,6,0,33,24,5.5,68,48.53,0,0,0,4,1,136,121,12,2956,116,27.12,3472,85.14,1,0,15,185,92,103,95,16,1664,89,21.06,1191,139.71,0,0,4,111,89,17,14,2,180,31,15.0,119,151.26,0,0,0,16,9,3,5,546,254,8,3/36,4/95,2.79,31.75,68.25,0,0,136,131,6477,4628,144,4/30,4/30,4.29,32.14,44.98,0,0,103,99,1936,2360,84,4/10,4/10,7.31,28.1,23.05,0,0,17,17,343,408,13,4/11,4/11,7.14,31.38,26.38,0,0
Rashid Khan,Afghanistan,"Sep 20, 1998 (24 years)",Nangarhar,Bowling Allrounder,--,--,--,--,37,6,2,https://www.cricbuzz.com/profiles/10738/rashid-khan,Scores/bat_10738.csv,Scores/bow_10738.csv,5,7,0,106,51,15.14,133,79.7,0,0,1,11,4,86,68,12,1134,60,20.25,1077,105.29,0,0,5,96,40,74,41,18,328,48,14.26,257,127.63,0,0,0,20,20,92,43,15,313,40,11.18,206,151.94,0,0,0,20,22,5,9,1534,760,34,7/137,11/104,2.97,22.35,45.12,4,2,86,81,4349,3024,163,7/18,7/18,4.17,18.55,26.68,4,0,74,74,1682,1754,122,5/3,5/3,6.26,14.38,13.79,2,0,92,92,2195,2333,112,4/24,4/24,6.38,20.83,19.6,0,0
Mohammad Shahzad,Afghanistan,"Jan 10, 1987 (35 years)","Nangarhar, Afghanistan",WK-Batsman,5ft 3in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3014/mohammad-shahzad,Scores/bat_3014.csv,Scores/bow_3014.csv,2,4,0,69,40,17.25,133,51.88,0,0,0,12,1,84,84,3,2727,131,33.67,3081,88.51,6,0,14,323,55,69,69,3,1961,118,29.71,1464,133.95,1,0,11,217,75,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aftab Alam,Afghanistan,"Nov 30, 1992 (30 years)","Nangarhar, Afghanistan",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6476/aftab-alam,Scores/bat_6476.csv,Scores/bow_6476.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,27,17,10,80,16,11.43,107,74.77,0,0,0,9,3,12,5,3,2,1,1.0,9,22.22,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,27,1257,1033,41,4/25,4/25,4.93,25.2,30.66,0,0,12,12,245,324,11,2/23,2/23,7.93,29.45,22.27,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Dawlat Zadran,Afghanistan,"Mar 19, 1988 (34 years)","Khost, Afghanistan",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8029/dawlat-zadran,Scores/bat_8029.csv,Scores/bow_8029.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,82,56,26,513,47,17.1,664,77.26,0,0,0,40,21,33,17,8,68,13,7.56,42,161.9,0,0,0,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,80,3769,3423,115,4/22,4/22,5.45,29.77,32.77,0,0,33,33,717,945,40,4/44,4/44,7.91,23.62,17.93,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Hamid Hassan,Afghanistan,"Jun 01, 1987 (35 years)","Nengrakar, Afghanistan",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3001/hamid-hassan,Scores/bat_3001.csv,Scores/bow_3001.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,38,22,6,107,17,6.69,195,54.87,0,0,0,10,3,25,9,6,50,22,16.67,46,108.7,0,0,0,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,37,1734,1331,59,5/45,5/45,4.61,22.56,29.39,1,0,25,25,544,580,35,4/22,4/22,6.4,16.57,15.54,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mujeeb Ur Rahman,Afghanistan,"Mar 28, 2001 (21 years)",Khost,Bowler,--,--,--,--,--,11,8,https://www.cricbuzz.com/profiles/12071/mujeeb-ur-rahman,Scores/bat_12071.csv,Scores/bow_12071.csv,1,2,0,18,15,9.0,17,105.88,0,0,0,2,1,55,27,13,97,18,6.93,128,75.78,0,0,0,10,2,36,9,5,32,18,8.0,31,103.23,0,0,0,4,1,19,7,4,12,10,4.0,15,80.0,0,0,0,2,0,1,1,90,75,1,1/75,1/75,5.0,75.0,90.0,0,0,55,54,2889,1956,79,5/50,5/50,4.06,24.76,36.57,1,0,36,36,804,834,49,5/20,5/20,6.22,17.02,16.41,1,0,19,19,434,592,19,3/27,3/27,8.18,31.16,22.84,0,0
Fakhar Zaman,Pakistan,"Apr 10, 1990 (32 years)","Mardan, North-West Frontier Province",Batsman,--,--,11,84,--,--,--,https://www.cricbuzz.com/profiles/10863/fakhar-zaman,Scores/bat_10863.csv,Scores/bow_10863.csv,3,6,0,192,94,32.0,359,53.48,0,0,2,20,1,62,62,4,2628,210,45.31,2807,93.62,7,1,14,300,48,72,66,3,1369,91,21.73,1061,129.03,0,0,8,139,45,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,62,7,135,111,1,1/19,1/19,4.93,111.0,135.0,0,0,72,1,6,12,0,0/12,0/12,12.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Imam-ul-Haq,Pakistan,"Dec 12, 1995 (26 years)","Lahore, Punjab",Batsman,--,38,2,--,--,--,--,https://www.cricbuzz.com/profiles/8364/imam-ul-haq,Scores/bat_8364.csv,Scores/bow_8364.csv,18,33,3,1142,157,38.07,2462,46.39,3,0,4,126,9,54,54,6,2528,151,52.67,3052,82.83,9,0,14,198,24,2,2,0,21,14,10.5,25,84.0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,18,1,12,9,0,0/0,0/0,4.50,,,0,0,54,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Babar Azam,Pakistan,"Oct 15, 1994 (28 years)","Lahore, Punjab",Batsman,--,3,1,4,--,--,--,https://www.cricbuzz.com/profiles/8359/babar-azam,Scores/bat_8359.csv,Scores/bow_8359.csv,44,77,9,3262,196,47.97,6001,54.36,8,0,23,379,19,92,90,12,4664,158,59.79,5197,89.74,17,0,22,423,46,99,94,13,3355,122,41.42,2625,127.81,2,0,30,355,50,-,-,-,-,-,-,-,-,-,-,-,-,-,44,7,66,31,2,1/1,1/2,2.82,15.50,33.00,0,0,92,-,-,-,-,-,-,-,-,-,-,-,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asif Ali,Pakistan,"Oct 01, 1991 (31 years)","Faisalabad, Punjab",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9565/asif-ali,Scores/bat_9565.csv,Scores/bow_9565.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,21,16,1,382,52,25.47,314,121.66,0,0,3,22,21,55,49,13,544,41,15.11,406,133.99,0,0,0,26,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,1,5,9,0,0/9,0/9,0.0,0.0,0.0,0,0,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haris Sohail,Pakistan,"Jan 09, 1989 (33 years)","Sialkot, Punjab",Batting Allrounder,--,--,42,--,93,--,--,https://www.cricbuzz.com/profiles/8299/haris-sohail,Scores/bat_8299.csv,Scores/bow_8299.csv,16,27,1,847,147,32.58,1936,43.75,2,0,3,74,13,42,41,5,1685,130,46.81,1976,85.27,2,0,14,135,26,14,13,2,210,52,19.09,204,102.94,0,0,2,16,3,-,-,-,-,-,-,-,-,-,-,-,-,-,16,17,630,294,13,3/1,3/35,2.8,22.62,48.46,0,0,42,21,642,613,11,3/45,3/45,5.73,55.73,58.36,0,0,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Hafeez,Pakistan,"Oct 17, 1980 (42 years)","Sargodha, Punjab",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/360/mohammad-hafeez,Scores/bat_360.csv,Scores/bow_360.csv,55,105,8,3652,224,37.65,6520,56.01,10,1,12,455,28,218,216,15,6614,140,32.91,8634,76.6,11,0,38,664,110,119,108,13,2514,99,26.46,2060,122.04,0,0,14,251,76,8,8,1,64,16,9.14,83,77.11,0,0,0,7,2,55,77,4067,1808,53,4/16,4/48,2.67,34.11,76.74,0,0,218,177,7733,5401,139,4/41,4/41,4.19,38.86,55.63,0,0,119,79,1261,1388,61,4/10,4/10,6.6,22.75,20.67,0,0,8,4,60,68,2,1/8,1/8,6.8,34.0,30.0,0,0
Shoaib Malik,Pakistan,"Feb 01, 1982 (40 years)","Sialkot, Punjab",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/33/shoaib-malik,Scores/bat_33.csv,Scores/bow_33.csv,35,60,6,1898,245,35.15,4155,45.68,3,1,8,239,17,287,258,40,7534,143,34.56,9199,81.9,9,0,44,603,113,124,111,33,2435,75,31.22,1938,125.64,0,0,9,196,69,7,5,1,52,24,13.0,47,110.64,0,0,0,5,0,35,43,2712,1519,32,4/33,7/59,3.36,47.47,84.75,0,0,287,217,7958,6192,158,4/19,4/19,4.67,39.19,50.37,0,0,124,50,570,675,28,2/7,2/7,7.11,24.11,20.36,0,0,7,5,51,85,2,1/6,1/6,10.0,42.5,25.5,0,0
Shadab Khan,Pakistan,"Oct 04, 1998 (24 years)",Mianwali,Bowling Allrounder,--,--,--,--,--,31,18,https://www.cricbuzz.com/profiles/11186/shadab-khan,Scores/bat_11186.csv,Scores/bow_11186.csv,6,11,2,300,56,33.33,479,62.63,0,0,3,38,0,53,31,10,596,86,28.38,745,80.0,0,0,4,35,12,84,38,13,476,52,19.04,331,143.81,0,0,1,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,954,513,14,3/31,4/80,3.23,36.64,68.14,0,0,53,51,2610,2215,70,4/28,4/28,5.09,31.64,37.29,0,0,84,80,1795,2105,98,4/8,4/8,7.04,21.48,18.32,0,0,-,-,-,-,-,-,-,-,-,-,-,-
